date,ticker,spot,num_contracts,expirations,call_volume,put_volume,call_oi,put_oi,pc_volume_ratio,pc_oi_ratio,atm_iv,net_gex_total,gamma_magnet_strike,gamma_magnet_gex,gamma_gap_distance,gamma_gap_score,gamma_positive_zone
2026-08-17,MSFT,480.35,714,2026-08-17|2026-08-19|2026-08-21|2026-08-24,273265,285500,453834,285487,1.0447733884690684,0.629055998448772,0.13365,130663.81699999998,500.0,46203.226,19.649999999999977,14.355707701110337,1.0
2026-08-17,MU,1011.75,1768,2026-08-17|2026-08-19|2026-08-21|2026-08-24,670875,450955,314234,388984,0.672189305012111,1.2378800511720565,0.2334999999999999,49970.67800000001,1010.0,13699.365000000002,-1.75,31.252880139028736,1.0
2026-08-17,NFLX,76.02,520,2026-08-21|2026-08-28|2026-09-04|2026-09-11,99132,53265,596461,300560,0.5373138845176129,0.5039055361540822,0.34165,432688.3339999999,80.0,236311.523,3.980000000000004,24.2893229699505,1.0
2026-08-17,NVDA,225.01,624,2026-08-17|2026-08-19|2026-08-21|2026-08-24,1426252,812802,1222922,928970,0.5698866679941553,0.7596314401081998,0.09755,1826729.334,230.0,443892.817,4.990000000000009,24.10663504192561,1.0
2026-08-17,PENG,63.08,208,2026-08-21|2026-09-18|2026-10-16|2026-12-18,2260,1230,38557,28907,0.5442477876106194,0.7497211920014524,0.8888499999999999,19822.13599999999,75.0,8656.624,11.920000000000002,20.96986045029538,1.0
2026-08-17,QQQ,729.87,1662,2026-08-17|2026-08-18|2026-08-19|2026-08-20,2561219,2968635,204211,456381,1.159071129801864,2.234850228440192,0.0612,293207.9279999999,730.0,330299.2679999999,0.1299999999999954,69.04072742608183,1.0
2026-08-17,SMH,594.07,936,2026-08-17|2026-08-19|2026-08-20|2026-08-21,24627,55494,181261,538464,2.253380436106712,2.970655574006543,0.30305,17067.068000000003,600.0,12500.872,5.92999999999995,18.610245920968183,1.0
2026-08-17,SNDK,1786.85,2556,2026-08-21|2026-08-28|2026-09-04|2026-09-11,135760,110296,110201,119193,0.8124337065409546,1.0815963557499475,0.9562,826.345,1800.0,423.773,13.150000000000093,38.41815658108886,1.0
2026-08-17,SOXL,151.53,608,2026-08-19|2026-08-21|2026-08-24|2026-08-26,44480,78945,105849,269360,1.7748426258992809,2.5447571540590843,1.3249,9128.445000000009,160.0,3853.815,8.469999999999999,6.785377407001165,1.0
2026-08-17,SPY,772.67,1656,2026-08-17|2026-08-18|2026-08-19|2026-08-20,3702794,4795678,304293,465912,1.2951511750316114,1.5311295363350454,0.06075,-798944.842,780.0,15211.018,7.330000000000041,0.7778568079115318,0.0
2026-08-17,TSLA,339.3,1074,2026-08-17|2026-08-19|2026-08-21|2026-08-24,1101317,863575,582759,365332,0.7841293651146763,0.6269006570469096,0.23715,308984.78,340.0,143799.955,0.6999999999999886,54.80358965588125,1.0
2026-08-18,AAPL,310.03,534,2026-08-19|2026-08-21|2026-08-24|2026-08-26,592126,249096,470294,339338,0.4206807334925337,0.7215443956333698,0.2549,481694.7539999999,310.0,247324.851,-0.0299999999999727,52.22080572877458,1.0
2026-08-18,AMD,484.39,1272,2026-08-19|2026-08-21|2026-08-24|2026-08-26,114901,97530,245226,259040,0.8488176778269989,1.0563317103406653,0.5745,-3962.823999999997,500.0,7695.519,15.610000000000014,5.4779398509694985,0.0
2026-08-18,AMZN,259.45,480,2026-08-19|2026-08-21|2026-08-24|2026-08-26,305653,187945,677329,301266,0.6148966311470851,0.4447853258903723,0.3106,322438.6469999999,260.0,135269.16,0.5500000000000114,39.28546451805028,1.0
2026-08-18,AVGO,380.0,748,2026-08-19|2026-08-21|2026-08-24|2026-08-26,59578,46925,173014,156949,0.7876229480680789,0.9071462425006068,0.4217499999999999,-43511.86100000002,395.0,2957.379,15.0,1.3292832945184394,0.0
2026-08-18,DIA,532.91,948,2026-08-21|2026-08-28|2026-09-04|2026-09-11,11506,15698,66730,77807,1.3643316530505822,1.1659973025625656,0.1169999999999999,-23773.257999999994,540.0,11070.941,7.090000000000032,4.505255570430073,0.0
2026-08-18,GOOGL,344.2,590,2026-08-19|2026-08-21|2026-08-24|2026-08-26,109569,56939,344206,213735,0.5196634084458195,0.6209508259588735,0.2775499999999999,82776.49699999997,350.0,75715.406,5.800000000000011,32.546001380735845,1.0
2026-08-18,INTC,96.685,670,2026-08-19|2026-08-21|2026-08-24|2026-08-26,231224,147016,526138,418676,0.6358163512438155,0.7957532054327952,0.6752,-81180.24899999994,105.0,68495.61,8.314999999999998,5.078279980698063,0.0
2026-08-18,IWM,300.23,730,2026-08-18|2026-08-19|2026-08-20|2026-08-21,329341,578005,380442,1511135,1.755035054851962,3.972050930233781,0.0789499999999999,-701955.3730000001,305.0,132888.454,4.769999999999982,8.484495673042328,1.0
2026-08-18,META,543.67,1126,2026-08-19|2026-08-21|2026-08-24|2026-08-26,249630,263909,412111,148456,1.0572006569723191,0.3602330440099876,0.415,-63556.672,577.5,423.8130000000001,33.83000000000004,0.0130646515206491,0.0
2026-08-18,MRVL,216.0,592,2026-08-21|2026-08-28|2026-09-04|2026-09-11,52204,27215,250154,176349,0.5213202053482492,0.7049617435659634,0.8022,42872.58900000001,240.0,12907.243,24.0,6.631062025958474,1.0
2026-08-18,MSFT,481.63,706,2026-08-19|2026-08-21|2026-08-24|2026-08-26,144294,72782,443528,290100,0.5044007373833977,0.6540736999693367,0.2683999999999999,133830.09999999998,480.0,52713.326,-1.6299999999999957,32.367745882667144,1.0
2026-08-18,MU,940.76,1734,2026-08-19|2026-08-21|2026-08-24|2026-08-26,350032,257927,304954,390047,0.736866915024912,1.279035526669596,0.71865,-4642.873,970.0,410.97800000000007,29.24000000000001,0.6741802692501387,0.0
2026-08-18,NFLX,77.77,520,2026-08-21|2026-08-28|2026-09-04|2026-09-11,174918,54999,616901,304429,0.3144273316639797,0.4934811258208367,0.3631999999999999,1132101.152,80.0,424542.62599999993,2.230000000000004,33.77989339241293,1.0
2026-08-18,NVDA,219.74,648,2026-08-19|2026-08-21|2026-08-24|2026-08-28,920973,529154,1533390,1029942,0.5745597319356811,0.6716764815213351,0.3461999999999999,1025164.091,227.5,264543.42600000004,7.759999999999991,18.29331483532167,1.0
2026-08-18,PENG,58.36,208,2026-08-21|2026-09-18|2026-10-16|2026-12-18,1977,1101,39157,29150,0.5569044006069803,0.7444390530428787,0.95245,2357.46000000001,75.0,7147.474999999999,16.64,6.692637043807597,0.0
2026-08-18,QQQ,717.51,1748,2026-08-18|2026-08-19|2026-08-20|2026-08-21,3178692,3642962,833395,1361333,1.1460569315932465,1.6334787225745295,0.0583999999999999,-675902.9910000002,730.0,46224.942,12.490000000000007,1.995457956595671,0.0
2026-08-18,SMH,569.77,920,2026-08-19|2026-08-20|2026-08-21|2026-08-24,46716,50584,181443,550769,1.082798184776094,3.0354932403013617,0.4058,-53357.79400000001,600.0,4988.324999999999,30.23000000000001,0.4900928330772504,0.0
2026-08-18,SNDK,1625.78,2640,2026-08-21|2026-08-28|2026-09-04|2026-09-11,124475,94861,125890,143002,0.762088772845953,1.1359281912781,0.9696,137.18299999999974,1630.0,69.931,4.220000000000027,24.10343798335134,1.0
2026-08-18,SOXL,129.1,608,2026-08-19|2026-08-21|2026-08-24|2026-08-26,75288,108008,121608,291856,1.4345978110721496,2.3999736859417142,1.3883,-103346.27299999996,142.0,3670.940000000001,12.900000000000006,1.1537168366887505,0.0
2026-08-18,SPY,767.45,1804,2026-08-18|2026-08-19|2026-08-20|2026-08-21,3637757,4883013,1202683,3131160,1.3423142337434852,2.603479054746762,0.036,-907452.034,775.0,166854.37900000002,7.549999999999954,5.061609885887029,0.0
2026-08-18,TSLA,336.87,1050,2026-08-19|2026-08-21|2026-08-24|2026-08-26,717086,595922,541593,350710,0.8310328189366408,0.6475526825494421,0.4424,135231.95899999997,345.0,39393.611,8.129999999999995,8.325986352518308,0.0
2026-08-19,AAPL,316.83,534,2026-08-19|2026-08-21|2026-08-24|2026-08-26,1100373,517561,492965,357946,0.470350508418509,0.7261083444057894,0.2034,661998.279,315.0,147520.12999999998,-1.829999999999984,24.57973107989007,1.0
2026-08-19,AMD,466.42,1272,2026-08-19|2026-08-21|2026-08-24|2026-08-26,187212,137783,264689,279179,0.735973121381108,1.0547434914182303,0.243,-61220.258,500.0,5087.982999999999,33.579999999999984,0.1587373303279255,0.0
2026-08-19,AMZN,265.84,480,2026-08-19|2026-08-21|2026-08-24|2026-08-26,490040,180603,700848,322475,0.3685474655130193,0.4601211674999429,0.16775,941395.687,265.0,365842.101,-0.839999999999975,48.59624251356565,1.0
2026-08-19,AVGO,362.48,748,2026-08-19|2026-08-21|2026-08-24|2026-08-26,102152,103988,183807,162773,1.0179732163834283,0.8855647499823184,0.3149,-95783.566,392.5,768.3080000000001,30.019999999999985,0.0653258907429729,0.0
2026-08-19,DIA,534.27,948,2026-08-21|2026-08-28|2026-09-04|2026-09-11,22077,19108,70540,82604,0.8655161480273588,1.1710235327473777,0.11185,-22309.652999999984,540.0,14662.009000000002,5.730000000000018,5.6792875476175535,0.0
2026-08-19,GOOGL,344.72,618,2026-08-19|2026-08-21|2026-08-24|2026-08-26,231916,74829,360918,222482,0.3226556166888011,0.6164336497486964,0.1603,181209.62300000005,345.0,114163.762,0.2799999999999727,48.65802139610377,1.0
2026-08-19,INTC,92.8,670,2026-08-19|2026-08-21|2026-08-24|2026-08-26,324299,198304,569421,454888,0.6114850801266732,0.7988605969923835,0.42435,-518297.726,105.0,16656.624,12.200000000000005,0.9454471621750874,0.0
2026-08-19,IWM,301.72,730,2026-08-19|2026-08-20|2026-08-21|2026-08-24,248170,355387,385476,1505792,1.43203046298908,3.9063184218991593,0.1578,192686.9059999999,305.0,170269.10199999998,3.2799999999999727,18.845831237424097,1.0
2026-08-19,META,546.03,1126,2026-08-19|2026-08-21|2026-08-24|2026-08-26,307784,183807,470564,165909,0.5971947859537857,0.352574782601304,0.2838,-50897.71899999998,547.5,5299.759999999998,1.4700000000000273,3.753427386507254,0.0
2026-08-19,MRVL,237.27,592,2026-08-21|2026-08-28|2026-09-04|2026-09-11,131133,47170,257339,181718,0.3597111329718682,0.7061424813184166,0.8709,139741.103,250.0,31616.548,12.72999999999999,16.71815202649097,1.0
2026-08-19,MSFT,484.31,706,2026-08-19|2026-08-21|2026-08-24|2026-08-26,491062,128150,453600,298452,0.2609650105282021,0.657962962962963,0.16525,214449.745,480.0,59675.106,-4.310000000000002,26.011420162329333,1.0
2026-08-19,MU,937.105,1734,2026-08-19|2026-08-21|2026-08-24|2026-08-26,445091,296710,353717,422973,0.6666277233195009,1.1957949434152162,0.30635,-4930.926999999999,970.0,972.437,32.89499999999998,0.2962155036960578,0.0
2026-08-19,NFLX,80.22,520,2026-08-21|2026-08-28|2026-09-04|2026-09-11,181654,61049,624066,307440,0.3360729738954275,0.4926402015171472,0.3624,1611200.301,80.0,656201.7660000001,-0.2199999999999988,52.38592466317916,1.0
2026-08-19,NVDA,217.56,648,2026-08-19|2026-08-21|2026-08-24|2026-08-28,1436579,845142,1674024,1087947,0.5883017919654958,0.6498992845980702,0.13295,177765.14799999958,220.0,352348.81399999995,2.4399999999999977,8.926075215697283,0.0
2026-08-19,PENG,52.95,208,2026-08-21|2026-09-18|2026-10-16|2026-12-18,2870,838,38807,29576,0.29198606271777,0.7621305434586544,0.9419,-18734.851000000013,75.0,5976.446,22.05,2.807748692282793,0.0
2026-08-19,QQQ,716.08,1652,2026-08-19|2026-08-20|2026-08-21|2026-08-24,3304737,3208174,922305,1384483,0.9707804282156188,1.501111888149799,0.0973499999999999,-967523.258,730.0,37916.052,13.91999999999996,1.1082743570503666,0.0
2026-08-19,SMH,560.92,960,2026-08-19|2026-08-20|2026-08-21|2026-08-24,31254,60095,199785,553391,1.922793882383055,2.7699326776284505,0.21785,-116986.49,550.0,4722.9580000000005,-10.91999999999996,1.4182408511564617,0.0
2026-08-19,SNDK,1568.87,2640,2026-08-21|2026-08-28|2026-09-04|2026-09-11,107910,72321,142715,155218,0.6701973867111481,1.0876081701292786,0.97385,-1050.4660000000003,1535.0,59.182,-33.86999999999989,0.0927249282356666,0.0
2026-08-19,SOXL,120.74,616,2026-08-19|2026-08-21|2026-08-24|2026-08-26,96768,70946,134235,319732,0.7331555886243386,2.3818825194621374,0.95825,-223568.76,142.0,1768.415,21.260000000000005,0.1812604057443875,0.0
2026-08-19,SPY,769.06,1740,2026-08-19|2026-08-20|2026-08-21|2026-08-24,4155858,4636405,1232496,3143698,1.1156312366784429,2.550676026534772,0.0686499999999999,-254060.0639999999,775.0,212128.75699999995,5.940000000000055,13.711030167729556,1.0
2026-08-19,TSLA,351.12,1050,2026-08-19|2026-08-21|2026-08-24|2026-08-26,1492999,1046465,597668,378944,0.7009147360446993,0.6340376262406553,0.27075,627016.359,350.0,355277.616,-1.1200000000000043,64.52447342794379,1.0
2026-08-20,AAPL,311.3,584,2026-08-21|2026-08-24|2026-08-26|2026-08-28,564513,274925,521067,389848,0.4870126994418197,0.7481724998896495,0.29355,283876.189,310.0,173379.865,-1.3000000000000114,40.124824959215765,1.0
2026-08-20,AMD,469.455,1342,2026-08-21|2026-08-24|2026-08-26|2026-08-28,139031,117183,294116,296409,0.8428551905690098,1.0077962436589645,0.5822,-17113.21899999999,500.0,6795.242,30.545000000000016,0.8095715634942112,0.0
2026-08-20,AMZN,260.11,476,2026-08-21|2026-08-24|2026-08-26|2026-08-28,315852,134798,767269,345432,0.426775831718653,0.4502097699763707,0.3339,370672.045,260.0,168130.51700000005,-0.1100000000000136,43.896048062560325,1.0
2026-08-20,AVGO,364.03,794,2026-08-21|2026-08-24|2026-08-26|2026-08-28,70721,57672,218366,175286,0.8154862063602042,0.8027165401207148,0.42505,-83856.764,385.0,812.0990000000002,20.970000000000027,0.2152420971383315,0.0
2026-08-20,DIA,527.51,948,2026-08-21|2026-08-28|2026-09-04|2026-09-11,24113,25172,79150,88878,1.0439182183884212,1.122905874921036,0.13155,-120636.327,540.0,5688.448,12.490000000000007,1.3605049576746089,0.0
2026-08-20,GOOGL,340.67,710,2026-08-21|2026-08-24|2026-08-26|2026-08-28,121359,113344,385116,240435,0.9339562784795524,0.6243183871872371,0.3169,-18723.550999999978,350.0,35022.628,9.329999999999984,6.418383412178252,0.0
2026-08-20,INTC,92.13,694,2026-08-21|2026-08-24|2026-08-26|2026-08-28,238844,187670,607869,503598,0.7857429954279781,0.82846468564773,0.6364000000000001,-323809.27700000006,99.0,31520.417,6.8700000000000045,2.45496398820798,0.0
2026-08-20,IWM,297.67,730,2026-08-20|2026-08-21|2026-08-24|2026-08-25,408218,581162,383197,1494802,1.4236559877320452,3.9008708314522296,0.11555,-1152785.979,300.0,126274.88799999996,2.329999999999984,4.54424372896803,0.0
2026-08-20,META,545.83,1322,2026-08-21|2026-08-24|2026-08-26|2026-08-28,165817,104457,511625,169233,0.6299535029580803,0.3307754703151722,0.4138,-37591.105,570.0,4019.909,24.16999999999996,1.0642069917225143,0.0
2026-08-20,MRVL,251.01,696,2026-08-21|2026-08-28|2026-09-04|2026-09-11,141380,51846,273601,188246,0.3667138209081907,0.6880311109974013,0.88605,192847.18,250.0,59644.781,-1.009999999999991,36.00543195304453,1.0
2026-08-20,MSFT,481.15,758,2026-08-21|2026-08-24|2026-08-26|2026-08-28,86710,74159,300404,316730,0.8552531426594395,1.0543468129585492,0.292,92873.34,480.0,85493.47500000002,-1.1499999999999773,48.34258808302408,1.0
2026-08-20,MU,974.33,1946,2026-08-21|2026-08-24|2026-08-26|2026-08-28,330138,235179,365216,440257,0.7123657379641241,1.2054701875054763,0.7332000000000001,29211.014000000003,1000.0,11185.983,25.66999999999996,11.71135593345873,1.0
2026-08-20,NFLX,80.14,542,2026-08-21|2026-08-28|2026-09-04|2026-09-11,116534,71647,615498,317956,0.6148162767947551,0.5165833195233778,0.3518,1518368.759,80.0,671346.966,-0.1400000000000005,56.8530926936978,1.0
2026-08-20,NVDA,216.85,660,2026-08-21|2026-08-24|2026-08-28|2026-08-31,1127060,641922,1642278,1045062,0.5695544159139708,0.6363490225162853,0.33555,825032.2250000001,220.0,445662.5120000001,3.1500000000000057,32.34721904061411,1.0
2026-08-20,PENG,51.14,208,2026-08-21|2026-09-18|2026-10-16|2026-12-18,2540,8512,39479,29766,3.351181102362205,0.7539704653106715,1.1199,-22310.932,75.0,5528.514,23.86,2.168383305063684,0.0
2026-08-20,QQQ,710.93,1588,2026-08-20|2026-08-21|2026-08-24|2026-08-25,2872701,3571993,907881,1350685,1.2434266566551826,1.4877335245478207,0.0972,-1045883.208,725.0,7911.581,14.07000000000005,0.2570083802682444,0.0
2026-08-20,SMH,562.65,858,2026-08-20|2026-08-21|2026-08-24|2026-08-25,19137,40858,197481,528977,2.1350263886711605,2.6786222472035286,0.16675,-41053.485000000015,562.5,6010.482,-0.1499999999999772,16.399664330390667,1.0
2026-08-20,SNDK,1600.62,2678,2026-08-21|2026-08-28|2026-09-04|2026-09-11,119464,71397,155189,159420,0.5976444786713989,1.027263530275986,0.8826499999999999,649.6309999999987,1600.0,169.54699999999994,-0.6199999999998909,27.969180761968097,1.0
2026-08-20,SOXL,122.21,1198,2026-08-21|2026-08-24|2026-08-26|2026-08-28,58266,90675,158401,404098,1.5562248995983936,2.551107631896264,1.213,-174737.374,150.0,2186.712,27.790000000000006,0.1453900802354009,0.0
2026-08-20,SPY,762.6,1708,2026-08-20|2026-08-21|2026-08-24|2026-08-25,3997108,5227178,1213131,3130728,1.3077399960171203,2.5807006827786942,0.1124,-1427479.819,775.0,26463.793,12.399999999999975,0.6270993420238323,0.0
2026-08-20,TSLA,345.13,1098,2026-08-21|2026-08-24|2026-08-26|2026-08-28,778820,782560,639071,451218,1.0048021365655735,0.7060530050651649,0.43205,271307.10300000006,350.0,80604.43899999998,4.8700000000000045,22.84950688859941,1.0
2026-08-21,AAPL,309.35,584,2026-08-21|2026-08-24|2026-08-26|2026-08-28,780634,538700,586269,416570,0.6900801143685773,0.7105441358830161,0.11705,1490809.7369999995,310.0,1404879.025,0.6499999999999773,111.12876363782496,1.0
2026-08-21,AMD,473.25,1342,2026-08-21|2026-08-24|2026-08-26|2026-08-28,175129,174943,315623,303664,0.9989379257575844,0.9621098589139576,0.3507,19082.96,475.0,11271.117999999997,1.75,11.74715990811651,0.0
2026-08-21,AMZN,258.63,476,2026-08-21|2026-08-24|2026-08-26|2026-08-28,456432,213157,781093,346296,0.4670071335927367,0.443347975209098,0.48475,246547.7800000001,260.0,204805.135,1.3700000000000043,27.189076971046333,0.0
2026-08-21,AVGO,368.45,794,2026-08-21|2026-08-24|2026-08-26|2026-08-28,135956,62782,231075,164451,0.4617817529200623,0.7116780266147354,0.25095,2423.327000000002,367.5,17304.6,-0.9499999999999886,42.83409886326979,1.0
2026-08-21,DIA,532.22,948,2026-08-21|2026-08-28|2026-09-04|2026-09-11,23416,23611,84397,91206,1.0083276392210454,1.080678223159591,0.0881499999999999,46333.778000000006,532.0,36128.952,-0.2200000000000272,38.14747512416951,1.0
2026-08-21,GOOGL,344.82,710,2026-08-21|2026-08-24|2026-08-26|2026-08-28,215852,120614,402248,249344,0.5587810166225006,0.6198762952208587,0.236,329485.20900000003,345.0,244227.491,0.1800000000000068,85.75667876388711,1.0
2026-08-21,INTC,90.07,694,2026-08-21|2026-08-24|2026-08-26|2026-08-28,266257,167727,670152,497423,0.6299440014722618,0.7422539961083455,0.125,-5624163.638,100.0,37479.705,9.930000000000009,0.2702439716704332,0.0
2026-08-21,IWM,299.96,730,2026-08-21|2026-08-24|2026-08-25|2026-08-26,285898,395257,384525,1454251,1.3825105457191027,3.781941356218711,0.0905,1864473.8060000003,300.0,1923311.0740000005,0.0400000000000204,114.60288365631908,1.0
2026-08-21,META,549.9,1322,2026-08-21|2026-08-24|2026-08-26|2026-08-28,359164,139461,531335,161877,0.3882933701595928,0.3046609013146132,0.1559499999999999,-79818.51600000002,552.5,3812.889,2.6000000000000227,1.948747051935118,0.0
2026-08-21,MRVL,237.04,696,2026-08-21|2026-08-28|2026-09-04|2026-09-11,147914,75057,287804,202671,0.507436753789364,0.7041979958582925,0.3594,82597.41900000001,237.5,23018.225,0.4600000000000079,36.52246528449006,1.0
2026-08-21,MSFT,483.24,758,2026-08-21|2026-08-24|2026-08-26|2026-08-28,221543,106456,305156,313400,0.4805207115548675,1.027015690335435,0.2290499999999999,157876.02399999998,480.0,102650.213,-3.240000000000009,61.11465081358176,1.0
2026-08-21,MU,966.78,1946,2026-08-21|2026-08-24|2026-08-26|2026-08-28,467027,360564,392455,456653,0.7720410169005218,1.1635805378960644,0.4085999999999999,45327.898,960.0,21149.929000000004,-6.779999999999973,43.59287196296032,1.0
2026-08-21,NFLX,79.59,542,2026-08-21|2026-08-28|2026-09-04|2026-09-11,135845,57606,623353,323525,0.424056829474769,0.5190076890622167,0.3523,646946.805,80.0,353331.81000000006,0.4099999999999966,65.73289646304644,1.0
2026-08-21,NVDA,214.72,660,2026-08-21|2026-08-24|2026-08-28|2026-08-31,1594483,986872,1690755,1094956,0.6189291450583042,0.6476136400602098,0.1139,-1680284.983,222.5,119801.42,7.780000000000001,1.8979014644975467,0.0
2026-08-21,PENG,52.62,208,2026-08-21|2026-09-18|2026-10-16|2026-12-18,1493,423,40276,26566,0.2833221701272606,0.6595987684973682,3.02055,-1764.6920000000025,75.0,6284.236,22.380000000000003,4.46612566769347,0.0
2026-08-21,QQQ,713.44,1494,2026-08-21|2026-08-24|2026-08-25|2026-08-26,2949600,2806322,889283,1239997,0.9514245999457552,1.394378392480234,0.07175,-26509.92599999993,714.0,11239.971000000029,0.5599999999999454,14.068372926801054,1.0
2026-08-21,SMH,560.42,952,2026-08-21|2026-08-24|2026-08-25|2026-08-26,19416,34251,202844,521508,1.7640605686032138,2.5709806550846954,0.09285,-264253.4239999999,562.5,2485.8209999999995,2.080000000000041,0.5202408796376412,0.0
2026-08-21,SNDK,1596.08,2678,2026-08-21|2026-08-28|2026-09-04|2026-09-11,115526,82083,164326,159336,0.7105153818188114,0.9696335333422588,0.2717,12596.000999999998,1600.0,13411.66,3.9200000000000728,95.71210777377884,1.0
2026-08-21,SOXL,120.6,1198,2026-08-21|2026-08-24|2026-08-26|2026-08-28,94848,145847,163164,408412,1.5376918859649122,2.503076659066951,0.82805,-257562.763,150.0,2785.916,29.40000000000001,0.0983319511174843,0.0
2026-08-21,SPY,765.72,1644,2026-08-21|2026-08-24|2026-08-25|2026-08-26,3817436,4262389,1237141,3041061,1.1165580772015562,2.458136138079653,0.0457,-681659.517,772.0,39526.678,6.279999999999973,1.883289228711336,0.0
2026-08-21,TSLA,362.86,1098,2026-08-21|2026-08-24|2026-08-26|2026-08-28,2661636,1584648,690331,466104,0.5953661582575529,0.6751891483940313,0.1936,467252.753,362.5,162297.055,-0.3600000000000136,46.011952224695385,1.0
2026-08-24,AAPL,310.34,498,2026-08-24|2026-08-26|2026-08-28|2026-08-31,692128,295335,186166,105119,0.426705753848999,0.5646519772675999,0.1664,235988.85,310.0,110662.475,-0.339999999999975,46.706512078669945,1.0
2026-08-24,AMD,456.745,1252,2026-08-24|2026-08-26|2026-08-28|2026-08-31,144723,131054,98137,124886,0.9055506035668138,1.27256794073591,0.3322,-37200.69800000001,470.0,4153.138,13.254999999999995,2.238550567074779,0.0
2026-08-24,AMZN,262.07,436,2026-08-24|2026-08-26|2026-08-28|2026-08-31,417395,204863,176513,72998,0.4908132584242743,0.4135559420552593,0.16405,425938.117,262.5,264424.07700000005,0.4300000000000068,68.41755952721437,1.0
2026-08-24,AVGO,358.76,748,2026-08-24|2026-08-26|2026-08-28|2026-08-31,67249,80601,87452,68712,1.1985457032818332,0.7857110186159264,0.23255,-60401.199,380.0,3119.428000000001,21.24000000000001,0.8161459016503497,0.0
2026-08-24,DIA,533.65,976,2026-08-28|2026-09-04|2026-09-11|2026-09-18,17369,15116,75106,94320,0.8702861419770856,1.255825100524592,0.1302,3169.5509999999977,545.0,18121.998,11.350000000000025,5.305399577237158,0.0
2026-08-24,GOOGL,348.06,540,2026-08-24|2026-08-26|2026-08-28|2026-08-31,265628,85295,113548,69079,0.3211069616154923,0.6083682671645472,0.3485,266831.285,347.5,166925.0,-0.5600000000000023,67.053965275596,1.0
2026-08-24,INTC,87.26,578,2026-08-24|2026-08-26|2026-08-28|2026-08-31,274560,147351,213884,161249,0.536680506993007,0.753908660769389,0.32665,-166207.23000000004,100.0,40088.113,12.739999999999997,3.348018796254483,0.0
2026-08-24,IWM,297.97,672,2026-08-24|2026-08-25|2026-08-26|2026-08-27,286817,281816,54516,96709,0.98256379503307,1.7739562697189817,0.09325,-275132.51800000004,304.0,8175.844,6.029999999999973,1.234509817651558,0.0
2026-08-24,META,559.02,1156,2026-08-24|2026-08-26|2026-08-28|2026-08-31,366330,122833,123851,57398,0.3353069636666393,0.4634439770369234,0.1759,34608.964,560.0,11808.717999999995,0.9800000000000182,34.06729210211961,1.0
2026-08-24,MRVL,229.29,662,2026-08-28|2026-09-04|2026-09-11|2026-09-18,57557,27871,242212,263391,0.4842330211790052,1.0874399286575396,1.25905,40106.096000000005,250.0,18484.61,20.710000000000008,14.403450180005578,1.0
2026-08-24,MSFT,487.31,652,2026-08-24|2026-08-26|2026-08-28|2026-08-31,219175,132034,86646,59509,0.6024135964412,0.686806084527849,0.1085,55230.373,487.5,21499.355000000003,0.1899999999999977,37.9850263579,1.0
2026-08-24,MU,910.43,1708,2026-08-24|2026-08-26|2026-08-28|2026-08-31,524890,395406,123217,184716,0.7533121225399607,1.4991113239244584,0.29705,-30021.12100000001,935.0,152.08599999999998,24.57000000000005,0.0896709449765246,0.0
2026-08-24,NFLX,80.01,592,2026-08-28|2026-09-04|2026-09-11|2026-09-18,94517,39961,576602,315824,0.4227916671075045,0.5477330983936927,0.3516,859061.03,80.0,162167.24099999998,-0.0100000000000051,22.45945011500128,1.0
2026-08-24,NVDA,208.48,574,2026-08-24|2026-08-28|2026-08-31|2026-09-02,1533339,848586,790064,406246,0.553423606912757,0.5141937868324591,0.33195,297590.105,222.5,83186.48000000001,14.02000000000001,4.6475153608469775,0.0
2026-08-24,PENG,50.68,226,2026-09-18|2026-10-16|2026-12-18|2027-01-15,2169,365,40771,30753,0.1682803135085293,0.7542861347526428,0.8431500000000001,10433.23,75.0,5778.01,24.32,3.571679678663616,0.0
2026-08-24,QQQ,706.32,1316,2026-08-24|2026-08-25|2026-08-26|2026-08-27,3139873,3453495,213898,393872,1.0998836577148183,1.841401041617968,0.09865,-364297.05,716.0,11791.653,9.67999999999995,1.1406477248764684,0.0
2026-08-24,SMH,546.8,676,2026-08-24|2026-08-25|2026-08-26|2026-08-27,17038,29276,10829,26429,1.7182767930508276,2.440576230492197,0.2531,-22730.904,580.0,28.491,33.200000000000045,0.0038468236995737,0.0
2026-08-24,SNDK,1493.12,2626,2026-08-28|2026-09-04|2026-09-11|2026-09-18,113238,70539,102146,121655,0.6229269326551158,1.190991326141014,0.90285,-746.359,1485.0,27.37,-8.11999999999989,1.4885973039739355,0.0
2026-08-24,SOXL,111.16,946,2026-08-24|2026-08-26|2026-08-28|2026-08-31,92846,118416,64590,153921,1.275402279042716,2.383046911286577,0.79735,-155083.527,119.0,265.73,7.840000000000003,0.0782840508263159,0.0
2026-08-24,SPY,763.47,1432,2026-08-24|2026-08-25|2026-08-26|2026-08-27,3735104,4742996,294947,454612,1.269843088706499,1.5413345448504308,0.0703,-1088476.842,769.0,12445.188999999998,5.529999999999973,0.5081502301082269,0.0
2026-08-24,TSLA,348.95,960,2026-08-24|2026-08-26|2026-08-28|2026-08-31,1450129,1156567,323906,271424,0.7975614583254317,0.8379715102529747,0.28835,114246.446,350.0,34930.776,1.0500000000000114,26.761948671355043,1.0
